X,Y,OBJECTID,COD_SIG,IDTIPO,INF_NOME,INF_MORADA,INF_TELEFONE,INF_FAX,INF_EMAIL,INF_SITE,INF_DESCRICAO,INF_FONTE,INF_MUNICIPAL,GlobalID
-9.108858564427331,38.72894114401663,42,0702007112001001,999,"Cooperativa de Ensino ""Os Pioneiros""","Calçada de Dom Gastão, 21
",+351 218 682 159,,geral@ospioneiros.com,,,-,0,441aa909-afa6-4e0a-958f-f8919b3f0411
-9.166290079379856,38.767966019154223,43,1805902015001001,999,Colégio Planalto,"Rua Armindo Rodrigues, 28
",+351 217 541 530,,colegioplanalto@colegiosfomento.pt,http://www.colegioplanalto.pt/,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,7e3b1a99-c006-4577-af22-659da7798883
-9.164531315495767,38.757791435759266,44,1808003003006001,999,Escola Alemã de Lisboa,"Rua Prof. Francisco Lucas Pires
",+351 217 510 260,,schulleitung@dslissabon.com,http://www.ds.lissabon.com,,-,0,3ec2f54e-da3e-4991-8a68-2a361ee9f53d
-9.163706808490364,38.767158707243617,45,1805907013001017,999,"Externato ""Pim-Pam-Pum""","Praça Rainha Dona Filipa, 1 - R/C
",+351 217 593 659,,rgmpimpampum@iol.pt,http://www.externatopimpampum.com/,,-,0,22b6093e-f6b2-4d7a-bf56-489ec62c06e7
-9.22490182161388,38.697317472725977,46,3202129004001001,999,"Externato ""A Escolinha""","Rua Fernão Mendes Pinto, 41",+351 213 014 452,,aescolinha@sapo.pt,,,-,0,b7dee8cf-b968-459b-8204-d067209340cc
-9.145595406024963,38.735295315412678,47,2305004024001001,999,Colégio Académico,"Avenida da República, 13 e 13 C",+351 213 558 630,,sec@academico.edu.pt,http://www.academico.edu.pt/,,-,0,c1a58411-49b0-421d-9d7d-2f41e9a47789
-9.177033536715831,38.704629995348142,48,0202508001001003,999,Externato da Sociedade Promotora da Educação Popular,"Largo das Fontaínhas, 19",+351 213 637 189,,spepl@clix.pt,,,-,0,36e0dbb6-b88b-477b-b2c6-005b842e5516
-9.14638240567232,38.738525935964262,49,2303701012001001,999,"Externato ""Infante D. Pedro""","Avenida da República, 49 - R/C

",+351 217 973 322,,geral@ext-infantedpedro.com,http://www.ext-infantedpedro.com,,-,0,efbb9111-78ff-4520-99e5-73d88042e3d1
-9.135626311735244,38.73752886841919,50,4302501043001003,999,"Externato ""Nobel""","Alameda D. Afonso Henriques, 78 - R/C
",+351 218 485 886,,onobel@sapo.pt,,,-,0,c13c9a47-b278-4df1-8bd5-f05fb8adfe81
-9.181190140350125,38.74615607160262,51,3902503036001001,999,"Externato ""Vera Cruz""","Largo do Conde de Bonfim, 8 - R/C Esq.",+351 217 782 399,,veracruz.externato@gmail.com,,,-,0,6fcc5b4c-9ea9-483d-9214-3c02ca77a9a4
-9.1130058911597,38.766431723816147,52,3303502040001034,999,"Jardim Escola ""O Bosque""","Rua Cidade de Benguela, 257",+351 218 534 953,,colegio.bosque@sapo.pt,,,-,0,3e8f6e66-0127-4d09-bb5f-c1e476eb92d9
-9.151557664702839,38.758934411607356,53,0901602180004001,999,Externato Liceal das Casas de São Vicente de Paulo,"Avenida Marechal Craveiro Lopes, 10
",+351 217 521 430,,ext.lcsvicentepaulo@escolas.min-edu.pt,,,-,0,90a6b860-b0d4-40ae-8582-2c6a5fcb3cc7
-9.155927783507144,38.772796292514656,54,1808101048001,2,Colégio de São João de Brito,"Estrada da Torre, 28 ",+351 217 519 000,,geral@csjb.pt,http://www.csjb.pt,,-,0,b659a19a-7589-4e1d-89fa-b2fccd3f93d2
-9.129825748011882,38.730078061026994,55,2500501035001001,999,Externato de Nossa Senhora da Penha de França,"Travessa do Calado, 26",+351 218 140 704,,dir.coopescola@mail.telepac.pt,http://www.ext-n-sra-penha-franca.rcts.pt,,-,0,3dec29eb-faeb-4e8b-90a2-452910ac9b0b
-9.158915680753413,38.711816564745831,56,1702701049001001,999,"Externato ""O Nosso Jardim""","Rua da Bela Vista à Lapa, 55 

",+351 213 905 242,,primaria@sapo.pt,,,-,0,e0463166-9fe1-4752-8ee8-d789fd2324b9
-9.1304607068991,38.759705197929279,57,4202302008001001,999,Colégio N' Avózinha,"Avenida Almirante Gago Coutinho, 141
",+351 210 963 956,,naavozinha@gmail.com,www.naavozinha.com,,-,0,7ebafae1-d73f-4a7d-81b5-6aefbfd1a38e
-9.156931130712595,38.711320531007964,58,1702601046001001,999,"Externato ""O Lar da Criança""","Rua Almeida Brandão, 25",+351 213 965 000,,lardacrianca@net.novis.pt,,,-,0,323daac2-f880-4491-b33c-ce3e92a4a807
-9.165205245994962,38.740115752588828,59,3907206004001001,999,Colégio São Tomás,"Rua Professor Lima Basto, 133
",+351 217 247 010,,teresa.monteiro@colegiodestomas.com,,,-,0,04abb88e-6d76-471c-abfa-09f3a4213774
-9.155336009330558,38.735700516330745,60,5001402017001003,999,"Externato ""A Ritinha""","Avenida António Augusto de Aguiar, 179 - R/C Dto

",+351 213 878 699,,ext.ritinha@gmail.com,,,-,0,6dbcf35f-d826-4348-aa8a-44abe10c42d2
-9.136419740625096,38.753934201537497,61,4201303030001001,999,Externato Luso Britânico,"Avenida Santa Joana Princesa, 7 e 13

",+351 218 490 795,,extlusobritanico@net.novis.pt,,,-,0,69e9112d-09c7-4a12-a472-92c5e40726a4
-9.16104015417956,38.715653213533429,62,1701601126001003,999,"Externato ""Rainha Dona Amélia""","Rua da Estrela, 65 - 1º
",+351 213 942 090,,ext.rainhamelia@iol.pt,http://www.externatorainhadonaamelia.com.pt,,-,0,0b0154cd-7158-4946-a1fd-a664f3270b3b
-9.166059102757364,38.767578452751415,63,1805902005001001,999,Colégio Planalto,"Rua Armindo Rodrigues, 28
",+351 217 541 530,,colegioplanalto@colegiosfomento.pt,http://www.colegioplanalto.pt/,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,8e59d70d-15eb-45e7-bcba-98f552b1d233
-9.15006211887513,38.767720312872484,64,1806005003001001,999,Colégio de São Tomás,"Avenida Maria Helena Vieira da Silva - Quinta das Conchas
",+351 210 437 000,,paula.batista@colegiodestomas.com,http://www.colegiodestomas.com,,-,0,259b67f3-b10f-4597-9159-8e31ee0a90e7
-9.202678995383105,38.711978349577528,65,0103605009001,2,APPDA - Associação Portuguesa para as Perturbações do Desenvolvimento e Autismo,Rua José Luis Garcia Rodrigues,+351 213 616 250,,,,,-,0,a58f1a66-d54e-4fa6-af6f-d3227191a20c
-9.150146613512419,38.795120129349947,66,1300103038001,2,"MIMÁ - Externato de Ensino Pré-Escolar, Creche e Centro de A.T.L., Lda","Rua Teresa de Saldanha, DT",+351 217 581 232,,geral@mima-externato.com,"http://www.mima-externato.com/mima/index.htm; https://pt-pt.facebook.com/mima.externato",,Inquérito Mãos no Ar Lisboa 2018,0,846b48fd-3372-4751-90fd-e1cf6ea616df
-9.172066055315597,38.773047795668894,67,1804419002001,2,Real Colégio de Portugal,"Rua Direita ao Paço do Lumiar, 9",+351 217 571 957,,direccao@realcolegio.pt,http://www.realcolegio.pt/,,-,0,c1078972-fcdf-4349-aaba-856ba0507300
-9.173592186083779,38.77344644974692,68,1801303008001,2,Colégio Manuel Bernardes,"Quinta dos Azulejos, Paço do Lumiar",+351 217 570 501,,dpedagogicocmb@netcabo.pt,http://www.cmb.pt,,-,0,8edf909d-b6b5-4cc0-ac3e-a0e960e507a8
-9.203597967427179,38.750644226840485,69,0808501013001001,999,"Externato ""São Cristóvão""","Rua de Emília das Neves, 7 e 7 A",+351 217 606 527,,mafalda.azevedo@saocristovao.com.pt,,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,00073e86-a4cc-4fcd-b589-d804077aa8da
-9.172258515771937,38.730479815703504,70,1001301020001001,999,Externato de Educação Popular,"R. da Capela-Bairro da Liberdade
",+351 213 812 990,,direcao@educacaopopular.org,,,-,0,eb39c6eb-0de4-4afa-be42-f12372ad93d8
-9.189988607653758,38.707000855880324,71,0103302014001001,999,Escola Primária Centro Cultural e Recreativo para Crianças Cruzeiro e Rio Seco,"Rua José Magro, Lote 7 - R/C",+351 213 644 465,,ccr.dir@sapo.pt,,,-,0,40e551c4-ae78-47e3-a6d7-5d321c887856
-9.136605470005051,38.735178428542127,72,4404302057001001,999,Colégio do Sagrado Coração de Maria,"Avenida Manuel da Maia, 2",+351 218 475 342,,info@cscm-lx.pt,http://www.cscm-lx.pt,,-,0,73c7fd20-1b07-4fee-bbdf-1a1e4e4771df
-9.216029498420884,38.710120975914549,73,4001301001001001,999,Externato de São José,"Avenida das Descobertas, 27",+351 213 037 020,,secretaria@esj.edu.pt,http://www.esj.edu.pt,,-,0,c4cf86ed-2a39-494d-8e70-67525643fc82
-9.130976014682055,38.752568201419052,74,4202604105001,2,Colégio Saint Daniel Brottier,"Avenida Almirante Gago Coutinho, 82/87",+351 218 409 025,,geral@csdbrottier.pt,,,-,0,7ff5c59d-fa2f-4e5f-8185-d42e52289577
-9.163604300834978,38.724323646194172,75,1002701005001,2,Lycée Français Charles Lepièrre,Avenida Engenheiro Duarte Pacheco,+351 213 824 400,,informatique1@lfcl.pt,http://www.clepierre.2r.net,,-,0,da19a16d-1fdd-4322-baf2-fc52513d790e
-9.213797162481953,38.699092210254918,76,3200404041001,2,Escola Raiz,"Avenida da Torre de Belém, 30",+351 213 042 080,,escolaraiz@escolaraiz.pt,,,-,0,01d9c186-c64a-473f-87e5-8f5a4d281183
-9.136461793458517,38.755887717527727,77,4201103001001001,999,Jardim Escola João de Deus Lisboa/Alvalade,"Rua Conde de Arnoso, 3",+351 218491654,,jdeus.alvalade@iol.pt,http://www.joaodeus.com/,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,2d4f275f-6125-4619-8539-9d573464da2f
-9.168897003809088,38.713966689084096,78,3503001080001001,999,Colégio Salesiano Oficinas de S. José,"Praça São João Bosco, 34
",+351 210 900 500,,osj@salesianos.pt,http://www.osj.salesianos.pt,,-,0,5b561c29-c83c-42da-b78c-b1f4a390b40b
-9.122144274678629,38.76592921139838,79,3303801021001001,999,Jardim Escola João de Deus Lisboa/Olivais,"Rua Cidade de Vila Cabral, 69A
",+351 218 530 002,,secretaria.olivais@escolasjoaodeus.pt,http://www.joaodeus.com/,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,6a41cca8-35be-47ef-9dfd-069de6944f7b
-9.135010372877536,38.723864650273981,80,0602403020001001,999,Externato Primário da Associação Pró-Infância Santo António de Lisboa,"Avenida Almirante Reis, 38
",+351 218 140 438,,geral@apisal.pt,,,-,0,135ffbf6-4ddd-411c-9df2-f56cda2a7541
-9.165845026140333,38.76798179369203,81,1805902008001001,999,Colégio Planalto,"Rua Armindo Rodrigues, 28
",+351 217 541 530,,colegioplanalto@colegiosfomento.pt,http://www.colegioplanalto.pt/,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,16943e80-e76d-4891-b184-bd9042ee3f40
-9.165358188663655,38.747766263575969,82,3905613002001001,999,Colégio Infante de Sagres,"Rua Azevedo Neves
",+351 217 265 940,,geral@associacaoinfantedesagres.pt,,,-,0,17ef8ff0-2b5b-4279-80e4-f13b72f41429
-9.133158182407286,38.728467125418533,83,4403102095001007,999,Externato Escola da Restauração,"Rua Cidade de Liverpool, 8 - R/C",+351 218 142 350,,externatorestauracao@gmail.com,,,-,0,ce719122-f9fb-4ea6-b312-bad66d247077
-9.205205395728584,38.755817913742959,84,0800101007001001,999,Externato das Pedralvas,"Rua Maria Lamas, 1 - Benfica
",+351 217 620 620,,externatopedralvas@sapo.pt,www.pedralvinhas.pt,,-,0,e1131c47-5eae-4f43-a389-6af55a074766
-9.133902193176745,38.729028404078178,85,4403102107001,2,Colégio Amadeus Andrés,"Quinta da Palmeira - Rua Marques da Silva, 79",+351 218 123 482,,escolaamadeuandres@iol.pt,,,-,0,b5ee0b45-d154-43a8-ab98-89580799a3b8
-9.220884881751752,38.700822531984542,86,3202004036001,2,"Externato ""Mira-Rio""","Avenida Dom Vasco da Gama, 17-17A;",,,,,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,a3d87450-1b37-4202-9a0d-e1c515468fd1
-9.113108211067194,38.744747557441769,87,2103501005001,2,Nuclisol Jean Piaget - Unidade de Desenvolvimento Integrado de Chelas,Rua Engenheiro Cunha Leal,+351 218 313 030,,paula.antunes@nuclisol.org,,,-,0,8d367811-de72-47a7-ae88-9266ba4bcfe8
-9.132584921610414,38.742376536524972,88,0301901002001,2,Colégio de Reeducação Pedagógica Vasco Marques Coelho,"Praça Francisco Sá Carneiro, 11-1ºDtº",+351 216 487 105,,mariajoaopimenta@hotmail.com,,,-,0,2dac8212-c7ff-41f7-bcd3-ee4b03ff184c
-9.103179983834696,38.75207278894537,89,2107401040001,2,Colégio Cesário Verde,"Avenida Infante Dom Henrique, Lote 309",+351 219 457 590,,catarina_mascarenhas@cesarioverde-ensino.pt,http://www.cesarioverde-ensino.pt/,,-,0,ea6d3d5a-1b7d-4f51-a41e-4d26790c63d7
-9.216484347788587,38.69557521593461,90,3201513033001001,999,Secção do Externato Alfredo Binet,"Rua António de Abreu, 5 - R/C
",+351 213 014 247,,Info@alfredbinet.com.pt,,,-,0,3eb9b4a0-e15b-448f-bf35-8f1ac2c5eda8
-9.15499406471935,38.714958618966023,91,3001101129001001,999,Colégio Luso-Suiço,"Rua de Santo Amaro, 18",+351 213 906 979,,geral@colegiolusosuico.com,,,-,0,c7a6f2db-55b9-4f98-bfc2-8de59b68b198
-9.164416257477564,38.739322854767131,92,3904702022001001,999,"Escola ""Carolina Michaelis""","Rua Dr. António Martins, 19 - R/C

",+351 217 260 649,,carolina.michaelis@yahoo.com,,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,02e957fe-46d6-4aa2-a9de-016b354644f4
-9.126507468370377,38.778241809483305,93,3305906034001001,999,"Externato ""Marcelino Champagnat""","Quinta de Vila Formosa - Aeroporto
",+351 218 540 190,,vilafor@hotmail.com,,,-,0,9e3d5e0e-7e04-47bc-803b-75c252fca350
-9.218970594339172,38.697697586484232,94,3202128002001002,999,"Externato ""Santa Maria de Belém""","Rua Duarte Pacheco Pereira, 24 - 1º Dto, Restelo

",+351 213 011 343,,antonio.caxaria@inst-informatica.pt,,,-,0,e2e296ed-190b-4e97-b21b-378bedfc28b4
-9.180628681619455,38.70521033763756,95,0201901091001001,999,"Escola ""Avé-Maria""","Rua dos Lusíadas, 49-R/C
",+351 213 610 970,,geral@escola-avemaria.com,http://escola-avemaria.com,,-,0,ae854cdb-d256-4741-a0e3-5dc08027237d
-9.216048258837267,38.708319253359512,96,4001307073001001,999,PaRK International School - Campus Belém,"Avenida das Descobertas, 21",+351 213 026 316,,geral@oparque.com,,,https://www.portaldasescolas.pt/portal/server.pt/community/01_escolas/240,0,7b1b9633-bba0-4144-9aeb-ea1d33ae45ca
-9.153646249535042,38.752703909679049,97,0902010150001001,999,Colégio Moderno,"Rua Dr. João Soares, 19 e 22",+351 217991840,,cmoderno.dir@netcabo.pt,http://www.colegiomoderno.pt,,-,0,eda363b5-a168-471c-9919-2eb6476db791
-9.211056894826866,38.695578269294479,98,3200615005001001,999,Colégio do Bom Sucesso,"R. Bartolomeu Dias, 53
",+351 213 011 574,,direcao@colegiobomsucesso.pt,,,-,0,5d90e486-8914-4d2e-ab8b-196449e0d397
-9.114776397821148,38.779856398805968,99,3310104001001001,999,"Externato ""São Miguel Arcanjo""",Avenida Doutor Alfredo Bensaúde - Olivais Norte,+351 218 517 834,,secretaria@esma.pt,http://www.esma.pt/,,-,0,f45a6117-5dc7-486a-ac88-8596be6918c9
-9.136603524254138,38.727821475219812,100,4402901018001014,999,"Externato Infantil e Primário ""Passos Manuel""","Rua Passos Manuel, 24 - R/C Esq.",+351 213 561 383,,ext.passosmanuel@iol.pt,http://www.ext.passosmanuel.com,,-,0,680ca053-8041-4466-a2c5-112383cdf80b
-9.19908825042773,38.705513244873984,101,0101008086001012,999,"Escola Privativa n.º 6 de ""A Voz do Operário""","Calçada da Ajuda, 234 - R/C
",+351 213 645 710,,secretaria@vozoperario.pt,,,-,0,71b07764-c47b-46f6-979a-012d8504d3c6
-9.126144863405958,38.755899012781711,102,2105403005001001,999,Colégio Valsassina,Avenida Avelino Teixeira da Mota - Qtª das Teresinhas,+351 218 310 900,,geral@cvalsassina.pt,http://www.cvalsassina.pt,,-,0,670644d4-247f-40e9-affb-1fcaeeda80c7
-9.154054346982106,38.753087673013475,103,0901607018001001,999,"Jardim Infantil ""Pestalozzi""","Rua Dr. João Soares, 20 e 20B",+351 217 971 843,,jipestalozzi@sapo.pt,,,-,0,49e4c89c-172c-46fe-9ee5-3240dcfbdc9c
